id,coin,direction,category,entry_price,exit_price,tp_hit,pnl_pct,pnl_usd,pattern,signal_score,opened_at,closed_at,bybit_order_id,conf_pct
PENDLE_LONG_2026-06-23_1519,PENDLE,LONG,LOSS,1.41,1.31,SL,0.0,0.0,"Momentum continuation — +8.52% 7d, +4.36% 24h, RWA/Staking sector rotation, clean structure",,2026-06-22 4:08,2026-06-23 15:19,34b225fa-8cc3-4df6-87f1-ec7360e3071c,85.0
H_SHORT_2026-06-22_610,H,SHORT,PARTIAL_WIN,0.204,0.19,TP1,0.0,0.0,"Stage 5 distribution — -43.58% 7d catastrophic breakdown, dead-cat bounce entry, -1.21% funding extreme short pressure, proven 75% SHORT WR",,2026-06-22 4:08,2026-06-22 6:10,,93.0
WLD_LONG_2026-06-23_1740,WLD,LONG,LOSS,0.605,0.56,SL,0.0,0.0,"Breakout continuation — +17.17% 7d, +3.96% 24h, negative funding -0.0069% (squeeze setup), 3W/0L historical WR — proven winner",,2026-06-22 8:08,2026-06-23 17:40,b68d987c-1272-4364-a1e4-09bf4e7f094a,86.0
TIA_LONG_2026-06-22_1840,TIA,LONG,PARTIAL_WIN,0.3625,0.39,TP1,0.0,0.0,"Stage 2 breakout retest — +5.54% 7d, positive momentum, low Vol/MCap 0.002, coiling structure",,2026-06-22 8:08,2026-06-22 18:40,,85.0
H_SHORT_2026-06-22_1140,H,SHORT,PARTIAL_WIN,0.2,0.18,TP1,0.0,0.0,"Dead-cat bounce short — 7d -63.94%, massive structural collapse, bounce into resistance zone, 75% historical WR",,2026-06-22 10:05,2026-06-22 11:40,,95.0
EIGEN_LONG_2026-06-23_1319,EIGEN,LONG,LOSS,0.281,0.26,SL,0.0,0.0,"Stage 2-3 expansion retest — 7d +43.35% momentum, negative-neutral funding, accumulation base reclaim",,2026-06-22 12:08,2026-06-23 13:19,,87.0
XLM_LONG_2026-06-24_1810,XLM,LONG,LOSS,0.204,0.19,SL,0.0,0.0,"Stage 2 breakout retest — 7d +11.72%, strongest L1 alt RS in dataset vs BTC, negative funding (-0.0208%) = crowded shorts ready to squeeze",,2026-06-22 14:04,2026-06-24 18:10,,86.0
AERO_LONG_2026-06-23_1019,AERO,LONG,PARTIAL_WIN,0.519,0.57,TP1,0.0,0.0,"Stage 3 expansion continuation — +35.06% 7d proven winner 3W/0L, negative funding (-0.0200%) extreme short squeeze fuel",,2026-06-22 16:08,2026-06-23 10:19,66f987f5-910a-4a0a-b6c0-eae165b4cd69,87.0
TIA_LONG_2026-06-25_010,TIA,LONG,LOSS,0.385,0.35,SL,0.0,0.0,"Momentum breakout — 7d +8.35%, 24h +5.65%, negative funding (-0.0252%) = crowded shorts, squeeze setup",,2026-06-22 20:09,2026-06-25 0:10,dad0fc01-2827-4327-bde1-94212a891d19,88.0
SPX_LONG_2026-06-23_1740,SPX,LONG,LOSS,0.366,0.34,SL,0.0,0.0,"7d +10.32% meme momentum — HH/HL structure intact, Stage 2-3, positive sentiment divergence from Extreme Fear",,2026-06-22 20:09,2026-06-23 17:40,2600979b-e5c7-439a-8a58-d130bf6c6faa,86.0
ATOM_LONG_2026-06-25_010,ATOM,LONG,LOSS,1.78,1.63,SL,0.0,0.0,"Stage 2 retest — 2.71% 24h RS vs BTC, deeply negative funding (-0.0075%) = short squeeze fuel, L1 oversold bounce",,2026-06-22 22:03,2026-06-25 0:10,18d7232f-cf43-453a-8de6-af1410b182a9,88.0
ARB_LONG_2026-06-23_1340,ARB,LONG,LOSS,0.0835,0.08,SL,0.0,0.0,"Stage 2 retest — negative funding (-0.0091%), 1.66% 24h recovery, L2 support reclaim, short-heavy positioning = squeeze setup",,2026-06-22 22:03,2026-06-23 13:40,7b185803-516e-4f6a-b5f5-6e8cbfeb6b20,87.0
WIF_LONG_2026-06-24_2049,WIF,LONG,LOSS,0.1625,0.15,SL,0.0,0.0,"Meme sector retest — 24h +3.91% RS, 7d -1.80% healthy pullback, negative OI divergence",,2026-06-22 22:03,2026-06-24 20:49,be3f447e-f277-4204-a41e-06fa23c6d678,86.0
QNT_LONG_2026-06-25_2049,QNT,LONG,LOSS,70.5,66.2,SL,0.0,0.0,"Range breakout setup — +0.88% 7d holding structure, negative funding (-0.0213%) extreme = heavy short positioning = squeeze fuel, infrastructure sector diversification",,2026-06-22 22:08,2026-06-25 20:49,,86.0
JTO_SHORT_2026-06-22_2249,JTO,SHORT,PARTIAL_WIN,0.685,0.64,TP1,0.0,0.0,"Stage 4-5 distribution — -6.43% 24h dead-cat rejection, 3 consecutive SL losses confirm weak structure, Vol/MCap elevated 0.006, failed retest of breakdown level",,2026-06-22 22:08,2026-06-22 22:49,dc2f5082-2441-4fa0-a5f6-3226f6cec736,95.0
JUP_SHORT_2026-06-22_2210,JUP,SHORT,PARTIAL_WIN,0.222,0.21,TP1,0.0,0.0,"Stage 4 exhaustion — -6.22% 24h sharp rejection from 7d high, +7.10% 7d now reversing, positive funding +0.0050% longs trapped, LH/LL forming",,2026-06-22 22:08,2026-06-22 22:10,,95.0
AERO_LONG_2026-06-24_2249,AERO,LONG,LOSS,0.5225,0.49,SL,0.0,0.0,"Stage 2-3 expansion — 7d +27.11% outperforming ALL alts, negative funding -0.0576% (extreme short squeeze fuel), rising OI $16.5M, Vol/MCap 0.013 healthy, strongest relative strength in dataset",,2026-06-23 0:08,2026-06-24 22:49,,92.0
TIA_LONG_2026-06-25_010,TIA,LONG,LOSS,0.3785,0.35,SL,0.0,0.0,"Stage 2 breakout — 7d +6.96% + 24h +10.02% momentum surge, healthy volume, pullback entry into breakout base",,2026-06-23 0:08,2026-06-25 0:10,,89.0
EIGEN_LONG_2026-06-23_1319,EIGEN,LONG,LOSS,0.285,0.26,SL,0.0,0.0,"Stage 2-3 breakout retest — +33.39% 7d momentum, negative funding -0.0272%, rising OI, clear outperformer vs BTC",,2026-06-23 0:08,2026-06-23 13:19,,91.0
WIF_LONG_2026-06-24_2049,WIF,LONG,LOSS,0.1645,0.15,SL,0.0,0.0,"Meme sector compression — mild -2.83% 7d pullback, moderate Vol/MCap 0.006, healthy liquidity structure, extreme fear accumulation zone",,2026-06-23 0:08,2026-06-24 20:49,,86.0
COMP_LONG_2026-06-24_149,COMP,LONG,LOSS,18,16.9,SL,0.0,0.0,"DeFi range hold — flat 7d -0.96%, no capitulation, low Vol/MCap 0.000 = institutional accumulation quietly, range reclaim setup",,2026-06-23 0:08,2026-06-24 1:49,,85.0
JTO_SHORT_2026-06-23_1419,JTO,SHORT,PARTIAL_WIN,0.6825,0.64,TP1,0.0,0.0,"Stage 4-5 distribution — 7d -17.59%, 24h -6.15%, 3 consecutive SL losses confirm chronic weakness, dead-cat bounce rejection at resistance, negative funding not enough to save broken structure, OI declining",,2026-06-23 0:08,2026-06-23 14:19,,95.0
XPL_LONG_2026-06-24_119,XPL,LONG,PARTIAL_WIN,0.0845,0.09,TP1,0.0,0.0,Healthy vol/mcap ratio (0.044) + support zone retest + institutional-grade liquidity vs peers in batch,,2026-06-23 2:04,2026-06-24 1:19,,85.0
H_SHORT_2026-06-23_210,H,SHORT,PARTIAL_WIN,0.192,0.15,TP2,0.0,0.0,"Stage 5 catastrophic distribution — 24h -26.36%, 7d -46.20%, dead-cat bounce rejection at broken support, high-volume capitulation with declining OI — SHORT RECOVERY COIN",,2026-06-23 2:04,2026-06-23 2:10,,95.0
AAVE_LONG_2026-06-25_610,AAVE,LONG,PARTIAL_WIN,74.2,79.5,TP1,0.0,0.0,"7d +0.77% outperformer vs sector, negative funding -0.0055%, strong relative strength in DeFi",,2026-06-23 6:03,2026-06-25 6:10,,87.0
WLD_LONG_2026-06-23_1610,WLD,LONG,LOSS,0.61455,0.57,SL,0.0,0.0,"7d +3.35% positive momentum, negative funding -0.0103%, 3W/0L historical win rate, pullback entry",,2026-06-23 6:03,2026-06-23 16:10,,86.0
STRK_LONG_2026-06-25_049,STRK,LONG,LOSS,0.03235,0.03,SL,0.0,0.0,"Oversold L2 support hold — negative funding -0.0147%, mean-reversion range setup",,2026-06-23 6:08,2026-06-25 0:49,,85.0
PENDLE_SHORT_2026-06-23_1340,PENDLE,SHORT,PARTIAL_WIN,1.41,1.33,TP1,0.0,0.0,"Stage 4-5 distribution — 24h -4.64%, funding deeply negative -0.0247% exhausted, dead-cat bounce rejection zone, Vol/MCap elevated, structural breakdown confirmed",,2026-06-23 6:08,2026-06-23 13:40,,95.0
JUP_LONG_2026-06-25_1249,JUP,LONG,PARTIAL_WIN,0.2065,0.23,TP1,0.0,0.0,"Stage 2-3 continuation — 7d +9.94%, negative funding -0.0071%, graveyard 2W/0L LONG, bull flag retest near demand zone",,2026-06-23 8:09,2026-06-25 12:49,,90.0
ENA_LONG_2026-06-25_049,ENA,LONG,LOSS,0.089,0.08,SL,0.0,0.0,"Stage 2 expansion — 7d +6.97%, negative funding -0.0041%, extreme oversold bounce setup, accumulation near demand, note: LONG ONLY (SHORT permanently banned)",,2026-06-23 8:09,2026-06-25 0:49,,87.0
H_SHORT_2026-06-23_1119,H,SHORT,LOSS,0.1215,0.13,SL,0.0,0.0,"Stage 5 catastrophic distribution — 24h -36.38%, 7d -53.90%, graveyard 5W/0L (100% SHORT WR), dead-cat bounce short, OI $9.4M still active, controlled bleed exception applies",,2026-06-23 8:09,2026-06-23 11:19,,96.0
CRV_SHORT_2026-06-24_1019,CRV,SHORT,PARTIAL_WIN,0.215,0.2,TP1,0.0,0.0,"Stage 5 distribution — 7d -14.33%, positive funding +0.0100% (longs paying = bearish), lower highs forming, Vol/MCap elevated at 0.017, resistance rejection at $0.214 level",,2026-06-23 8:09,2026-06-24 10:19,,95.0
TWT_LONG_2026-06-25_040,TWT,LONG,LOSS,0.369,0.34,SL,0.0,0.0,"Deep oversold support reclaim — 7d -10.18% creates extreme negative funding (-0.0695%), short-heavy positioning = squeeze setup, infrastructure sector diversification",,2026-06-23 10:04,2026-06-25 0:40,,86.0
NEAR_SHORT_2026-06-24_1810,NEAR,SHORT,PARTIAL_WIN,2.11,1.94,TP1,0.0,0.0,"Stage 4-5 distribution — -5.50% 24h sharp rejection, -15.36% 7d structural breakdown, positive funding +0.0072% longs still trapped, OI $73.8M elevated = large long liquidation risk, failed bounce below prior support, 7d loss NOT below -20% threshold so SHORT OVERSOLD REJECT does not apply",,2026-06-23 10:04,2026-06-24 18:10,,95.0
H_SHORT_2026-06-23_2349,H,SHORT,PARTIAL_WIN,0.1215,0.11,TP1,0.0,0.0,"Stage 5 catastrophic distribution — -26.37% 24h, -47.46% 7d, proven 4W/1L SHORT WR in graveyard, dead-cat bounce short, positive funding (+0.0013%) longs trapped, $214M mcap qualifies, controlled bleed exception applies (declining structure not one-day dump)",,2026-06-23 16:08,2026-06-23 23:49,,96.0
PENDLE_SHORT_2026-06-24_2049,PENDLE,SHORT,PARTIAL_WIN,1.355,1.25,TP1,0.0,0.0,"Stage 4-5 distribution — -8.53% 24h, -7.52% 7d, 1W/0L SHORT WR in graveyard, negative funding (-0.0109%) provides cover, $222M mcap qualifies, 1W/2L LONG history = confirmed bearish bias, structural breakdown with volume confirmation on bounce rejection",,2026-06-23 16:08,2026-06-24 20:49,,95.0
EIGEN_LONG_2026-06-24_2340,EIGEN,LONG,LOSS,0.2515,0.23,SL,0.0,0.0,"Stage 2-3 expansion deep retest — +14.40% 7d strength vs broad weakness, negative funding -0.0203%, OI $9.6M, Extreme Fear capitulation dip entry",,2026-06-23 20:10,2026-06-24 23:40,,91.0
STRK_SHORT_2026-06-25_049,STRK,SHORT,FULL_WIN,0.03365,0.03,TP3,0.0,0.0,"Stage 5 distribution — -13.09% 7d, -8.24% 24h continued sell pressure, failed bounce at broken support, L2 sector weakness confirmed",,2026-06-23 20:10,2026-06-25 0:49,,95.0
LDO_SHORT_2026-06-26_919,LDO,SHORT,PARTIAL_WIN,0.264,0.24,TP1,0.0,0.0,"Stage 5 distribution — -8.95% 24h, -8.24% 7d continued bleed, positive funding +0.0100% longs trapped, DeFi/staking sector rotation out, dead-cat rejection at $0.282 high",,2026-06-23 20:10,2026-06-26 9:19,,95.0
QNT_LONG_2026-06-26_610,QNT,LONG,LOSS,69.75,65,SL,0.0,0.0,"Stage 2-3 outlier — only -1.23% 7d in broad selloff, low Vol/MCap 0.000 indicating no panic selling, infrastructure sector stability vs dataset",,2026-06-23 22:05,2026-06-26 6:10,,87.0
QNT_LONG_2026-06-26_649,QNT,LONG,LOSS,69.5,64.8,SL,0.0,0.0,"Extreme relative strength — only -1.24% 7d vs market -8%+, strong negative funding -0.0337%, low Vol/MCap institutional accumulation pattern, Stage 2 structure intact",,2026-06-24 0:09,2026-06-26 6:49,,90.0
JUP_LONG_2026-06-24_1910,JUP,LONG,PARTIAL_WIN,0.2025,0.22,TP1,0.0,0.0,"Stage 2 — +7.31% 7d outperformer in bear market, positive funding +0.0050% manageable, reclaim of range support, JUP 50% LONG WR but 7d strength is notable",,2026-06-24 0:09,2026-06-24 19:10,,89.0
AERO_LONG_2026-06-25_2149,AERO,LONG,LOSS,0.509,0.47,SL,0.0,0.0,"AERO 100% LONG WR (3W/0L) — Stage 2-3, +4.96% 7d outperformer, DeFi sector, negative funding expected on dip, support reclaim zone",,2026-06-24 0:09,2026-06-25 21:49,,88.0
EIGEN_LONG_2026-06-24_2340,EIGEN,LONG,LOSS,0.255,0.23,SL,0.0,0.0,"Stage 2-3 retest — 7d +18.53% RS leader, negative funding -0.0114%, extreme fear accumulation zone",,2026-06-24 0:09,2026-06-24 23:40,,90.0
WIF_LONG_2026-06-26_219,WIF,LONG,LOSS,0.1535,0.14,SL,0.0,0.0,"Stage 1-2 accumulation — negative funding -0.0023%, meme sector fear bottom, HH structure intact on weekly",,2026-06-24 0:09,2026-06-26 2:19,,86.0
COMP_LONG_2026-06-25_1740,COMP,LONG,LOSS,16.9,15.85,SL,0.0,0.0,"Stage 2 support test — negative funding -0.0255%, DeFi sector capitulation zone, low Vol/MCap = institutional accumulation",,2026-06-24 0:09,2026-06-25 17:40,,85.0
ONDO_SHORT_2026-06-24_2049,ONDO,SHORT,PARTIAL_WIN,0.322,0.3,TP1,0.0,0.0,"Stage 4-5 distribution — -16.50% 7d -7.01% 24h, RWA sector breakdown, failed support retest, positive funding +0.0050% longs trapped, fresh breakdown not yet capitulated",,2026-06-24 0:09,2026-06-24 20:49,,95.0
H_SHORT_2026-06-24_140,H,SHORT,PARTIAL_WIN,0.112,0.1,TP1,0.0,0.0,"Stage 5 catastrophic distribution — 24h -21.32%, 7d -53.70%, dead-cat bounce entry ONLY after stabilisation, multiple prior TP hits confirm bleed structure, positive funding +0.0205% = longs trapped",,2026-06-24 0:09,2026-06-24 1:40,,95.0
STRK_SHORT_2026-06-25_049,STRK,SHORT,PARTIAL_WIN,0.0335,0.03,TP2,0.0,0.0,"Stage 5 breakdown — 24h -6.27%, 7d -10.50%, L2 sector weakness, positive funding +0.005%, structural lower-highs confirmed, near 24h low rejection",,2026-06-24 0:09,2026-06-25 0:49,,95.0
ENS_SHORT_2026-06-25_2049,ENS,SHORT,PARTIAL_WIN,4.58,4.12,TP1,0.0,0.0,"Stage 4-5 distribution — 7d -18.24% structural breakdown, 24h -6.51% continuation, positive funding +0.010% (longs still in, squeeze exhausting), BTC.D headwind accelerating, dead-cat bounce entry at intraday high zone",,2026-06-24 2:03,2026-06-25 20:49,,95.0
XPL_LONG_2026-06-24_410,XPL,LONG,PARTIAL_WIN,0.0853,0.09,TP1,0.0,0.0,"Positive 24h momentum (+4.86%) in bear session, prior TP1 WIN in graveyard, elevated vol/mcap (0.052) shows genuine participation, entry near 24h low support zone, infrastructure sector diversification",,2026-06-24 4:08,2026-06-24 4:10,,86.0
LIT_SHORT_2026-06-26_2049,LIT,SHORT,LOSS,1.605,1.71,SL,0.0,0.0,"Stage 4-5 exhaustion — -7.04% 24h, -14.38% 7d (borderline but not yet full capitulation), elevated vol/mcap (0.011), dead-cat bounce structure at resistance, positive funding (+0.0050%) = longs trapped, mcap $382M qualifies",,2026-06-24 4:08,2026-06-26 20:49,,95.0
H_SHORT_2026-06-24_1340,H,SHORT,PARTIAL_WIN,0.111,0.1,TP1,0.0,0.0,"Stage 5 catastrophic distribution — 24h -22.11%, 7d -63.70%, dead-cat bounce short into structural collapse",,2026-06-24 4:08,2026-06-24 13:40,,95.0
JTO_LONG_2026-06-24_1910,JTO,LONG,PARTIAL_WIN,0.6365,0.7,TP1,0.0,0.0,"Stage 2 bounce — negative funding -0.0198% (extreme short-heavy, squeeze fuel), +1.48% 24h outperforming BTC, prior SHORT wins confirm range knowledge",,2026-06-24 6:05,2026-06-24 19:10,,89.0
ETHFI_LONG_2026-06-25_049,ETHFI,LONG,LOSS,0.339,0.32,SL,0.0,0.0,"Stage 2 — +2.96% 24h outperforming BTC, +2.69% 7d positive when most alts negative, negative funding context, RWA/Staking sector",,2026-06-24 6:05,2026-06-25 0:49,,88.0
XPL_LONG_2026-06-26_319,XPL,LONG,PARTIAL_WIN,0.0845,0.1,TP2,0.0,0.0,"2W/0L historical WR — +5.47% 24h relative strength, prior TP1 hits confirmed, support reclaim above 7d low, small cap momentum",,2026-06-24 6:05,2026-06-26 3:19,,88.0
ENS_LONG_2026-06-26_919,ENS,LONG,LOSS,4.347,4.05,SL,0.0,0.0,"Stage 2 range low retest — negative funding -0.0035%, DeFi/infrastructure sector, -18.83% 7d oversold reclaim attempt, vol/mcap low (0.001) clean structure",,2026-06-24 6:05,2026-06-26 9:19,,85.0
PIEVERSE_LONG_2026-06-25_2119,PIEVERSE,LONG,LOSS,0.66,0.6,SL,0.0,0.0,"Stage 2 consolidation hold — +0.40% 24h positive vs dataset, -1.53% 7d mild pullback, gaming/NFT sector, low vol/mcap 0.002 clean accumulation structure",,2026-06-24 6:05,2026-06-25 21:19,,85.0
SPX_SHORT_2026-06-25_040,SPX,SHORT,PARTIAL_WIN,0.3585,0.32,TP1,0.0,0.0,"Stage 5 catastrophic distribution — 7d -28.19% controlled bleed (not capitulation spike), dead-cat bounce into broken support, no volume recovery",,2026-06-24 12:09,2026-06-25 0:40,,95.0
CRV_SHORT_2026-06-25_040,CRV,SHORT,PARTIAL_WIN,0.2085,0.19,TP1,0.0,0.0,"Stage 5 distribution — 7d -18.26% structural breakdown confirmed, proven SHORT winner in graveyard, negative funding (-0.0078%), dead-cat bounce into broken $0.212 support",,2026-06-24 12:09,2026-06-25 0:40,,95.0
H_SHORT_2026-06-24_1510,H,SHORT,PARTIAL_WIN,0.1065,0.1,TP1,0.0,0.0,"Stage 5 catastrophic distribution — 24h -15.68%, 7d -61.54%, dead-cat bounce short, proven SHORT coin (5W/1L graveyard), positive funding +0.0013% on collapsing price, high OI $9.1M = fuel for continuation down",,2026-06-24 14:04,2026-06-24 15:10,,96.0
ATOM_SHORT_2026-06-25_040,ATOM,SHORT,PARTIAL_WIN,1.735,1.62,TP1,0.0,0.0,"Stage 5 distribution — -14.43% 7d, -3.89% 24h accelerating, extreme negative funding -0.0315% (exhausted longs), OI $15.7M elevated on falling price = distribution confirmed, Layer 1 structural breakdown",,2026-06-24 16:08,2026-06-25 0:40,,95.0
H_SHORT_2026-06-24_1840,H,SHORT,PARTIAL_WIN,0.0975,0.08,TP1,0.0,0.0,"Stage 5 catastrophic distribution — 24h -19.41%, 7d -59.92%, dead-cat bounce entry, proven SHORT coin (5W/1L in graveyard), positive funding +0.0013% longs trapped",,2026-06-24 16:08,2026-06-24 18:40,,96.0
AAVE_LONG_2026-06-25_510,AAVE,LONG,PARTIAL_WIN,72.5,78.8,TP1,0.0,0.0,"DeFi RS leader — only -1.83% 7d vs broad -10% alts, negative funding -0.0047%, Stage 2-3 structure intact",,2026-06-24 18:04,2026-06-25 5:10,,90.0
JUP_LONG_2026-06-25_049,JUP,LONG,LOSS,0.2133,0.2,SL,0.0,0.0,"Stage 2 breakout — +6.93% 24h outperformer vs BTC in extreme fear, +12.49% 7d momentum, negative funding -0.0039%, rising OI, RS vs dataset dominant",,2026-06-24 22:04,2026-06-25 0:49,,92.0
AAVE_LONG_2026-06-25_910,AAVE,LONG,PARTIAL_WIN,74.65,81,TP1,0.0,0.0,"Stage 2 breakout — +5.09% 24h outperforming BTC by 9.27%, negative funding -0.0031%, rising OI $36M, extreme fear contrarian accumulation zone",,2026-06-25 2:04,2026-06-25 9:10,,92.0
JUP_LONG_2026-06-25_710,JUP,LONG,PARTIAL_WIN,0.20175,0.22,TP1,0.0,0.0,"Stage 2 recovery — +1.74% 24h outperforming BTC, +5.34% 7d positive, negative funding -0.001%, proven 50% WR graveyard coin, DeFi sector",,2026-06-25 2:04,2026-06-25 7:10,,91.0
ADA_LONG_2026-06-26_919,ADA,LONG,LOSS,0.145,0.14,SL,0.0,0.0,"Extreme Fear capitulation long — negative funding -0.0212% (extreme short-heavy), Stage 2 reclaim setup, 7d -11.31% oversold vs BTC, strong squeeze fuel",,2026-06-25 6:06,2026-06-26 9:19,,92.0
ENS_SHORT_2026-06-25_2119,ENS,SHORT,PARTIAL_WIN,4.395,4.1,TP1,0.0,0.0,"Stage 5 distribution — -19.18% 7d catastrophic structure loss, -2.68% 24h dead-cat bounce rejection near 24h high $4.462, positive funding +0.0032% (longs trapped), vol/mcap 0.001 (no buying interest), Infrastructure sector breakdown confirmed",,2026-06-25 8:08,2026-06-25 21:19,,95.0
AAVE_LONG_2026-06-26_1440,AAVE,LONG,PARTIAL_WIN,79.75,87.5,TP1,0.0,0.0,"Stage 2 expansion — +15.46% 24h RS leader vs entire dataset, DeFi sector outperformer, 3W/0L graveyard coin, ANTI-FOMO check: 24h gain 15.46% but Vol/MCap 0.006 (below 0.40 threshold) — passes filter. Negative retest entry zone set below current price for fill probability.",,2026-06-25 10:05,2026-06-26 14:40,,94.0
H_SHORT_2026-06-25_1010,H,SHORT,FULL_WIN,0.108,0.08,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 4x consecutive SHORT wins in graveyard (100% WR). Chronic structural breakdown, declining volume on any bounce. Preferred recovery coin. BTC -2.9% 24h supports short conditions.",,2026-06-25 10:05,2026-06-25 10:10,,96.0
ATOM_SHORT_2026-06-25_2049,ATOM,SHORT,PARTIAL_WIN,1.7,1.59,TP1,0.0,0.0,"Stage 5 distribution — -4.31% 24h, -12.75% 7d, LH/LL confirmed, negative funding -0.0220% drying up (not squeeze fuel — distribution bleed pattern), previous SHORT WIN in graveyard at similar levels. Layer 1 sector. MCap $847M above $150M short threshold.",,2026-06-25 10:05,2026-06-25 20:49,,95.0
H_SHORT_2026-06-25_1210,H,SHORT,FULL_WIN,0.1075,0.08,TP3,0.0,0.0,"Stage 5 catastrophic distribution — 4x consecutive SHORT WIN coin, confirmed structural breakdown, Infrastructure sector, positive funding +0.0050% longs paying into weakness",,2026-06-25 12:09,2026-06-25 12:10,,96.0
H_SHORT_2026-06-25_1410,H,SHORT,FULL_WIN,0.0995,0.07,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 4x proven SHORT WR 100% in graveyard, structural breakdown confirmed, declining OI, preferred SHORT recovery coin",,2026-06-25 14:05,2026-06-25 14:10,,96.0
H_SHORT_2026-06-25_1610,H,SHORT,FULL_WIN,0.097,0.06,TP4,0.0,0.0,"Stage 5 catastrophic distribution — proven 7/7 wins in graveyard, structural breakdown intact, extreme distribution pattern, preferred SHORT recovery coin",,2026-06-25 16:08,2026-06-25 16:10,,96.0
H_SHORT_2026-06-25_1810,H,SHORT,FULL_WIN,0.0975,0.07,TP3,0.0,0.0,"Stage 5 catastrophic distribution — 9x consecutive SHORT wins in graveyard, structural breakdown confirmed, preferred SHORT recovery coin",,2026-06-25 18:05,2026-06-25 18:10,,96.0
SPX_SHORT_2026-06-25_2049,SPX,SHORT,PARTIAL_WIN,0.3395,0.32,TP1,0.0,0.0,"Stage 5 distribution — -3.03% 24h, -18.15% 7d structural breakdown, previous TP1 WIN in graveyard, meme sector confirmed distribution, Vol/MCap 0.006 healthy for short",,2026-06-25 18:05,2026-06-25 20:49,,95.0
H_SHORT_2026-06-25_2010,H,SHORT,FULL_WIN,0.112,0.06,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 13x consecutive SHORT wins on H, structural collapse ongoing, Vol/MCap elevated, no support structure, extreme fear environment favors continued flush",,2026-06-25 20:08,2026-06-25 20:10,,97.0
H_SHORT_2026-06-25_2210,H,SHORT,FULL_WIN,0.107,0.08,TP3,0.0,0.0,"Stage 5 catastrophic distribution — 7x consecutive SHORT wins in graveyard, proven #1 short coin, dead cat bounce rejection, declining volume on bounces, structural breakdown confirmed",,2026-06-25 22:07,2026-06-25 22:10,,97.0
SPX_SHORT_2026-06-26_919,SPX,SHORT,PARTIAL_WIN,0.336,0.31,TP1,0.0,0.0,"Stage 5 distribution — 2W/0L in graveyard, -17.99% 7d structural breakdown, meme narrative collapse, dead cat bounce entry at resistance, BTC -2.76% 24h confirms bear pressure",,2026-06-25 22:07,2026-06-26 9:19,,96.0
AAVE_LONG_2026-06-26_1440,AAVE,LONG,PARTIAL_WIN,80,87.5,TP1,0.0,0.0,"Stage 2-3 expansion — +6.92% 24h, +12.68% 7d, DeFi RS leader, 3W/0L graveyard, negative OI coiling, confirmed outperformer vs BTC",,2026-06-26 0:09,2026-06-26 14:40,,94.0
H_SHORT_2026-06-26_010,H,SHORT,FULL_WIN,0.1085,0.08,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 15W/0L graveyard dominance, chronic structural breakdown, dead-cat bounce entry, volume declining on bounces, preferred SHORT recovery coin",,2026-06-26 0:09,2026-06-26 0:10,,96.0
H_SHORT_2026-06-26_210,H,SHORT,FULL_WIN,0.11,0.08,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 16 consecutive WIN trades on H shorts in graveyard, price still elevated post multiple bounces, extreme distribution pattern confirmed, high-volume rejection at resistance",,2026-06-26 2:05,2026-06-26 2:10,,97.0
CRV_SHORT_2026-06-26_919,CRV,SHORT,PARTIAL_WIN,0.2,0.19,TP1,0.0,0.0,"Stage 5 distribution — WIN in graveyard, -12.32% 7d structural decline, 24h +0.68% dead-cat bounce entry on resistance rejection, negative funding -0.0135% exhausted longs, Vol/Mcap elevated at 0.005",,2026-06-26 2:05,2026-06-26 9:19,,95.0
H_SHORT_2026-06-26_410,H,SHORT,FULL_WIN,0.1075,0.08,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 16x consecutive SHORT wins in graveyard, BTC -2.22% 24h confirms macro tailwind, repair-mode preferred coin, structural bleed pattern intact",,2026-06-26 4:09,2026-06-26 4:10,,97.0
H_SHORT_2026-06-26_610,H,SHORT,FULL_WIN,0.106,0.06,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 16+ consecutive SHORT wins on H in graveyard, chronic structural breakdown, no data in current batch but historically the #1 SHORT coin, dead-cat bounce rejection pattern",,2026-06-26 6:05,2026-06-26 6:10,,97.0
MNT_SHORT_2026-06-26_2010,MNT,SHORT,PARTIAL_WIN,0.4515,0.42,TP1,0.0,0.0,"Stage 5 catastrophic distribution — -12.13% 24h largest single-day drop in dataset, -16.52% 7d, $1.457B mcap above threshold, not in oversold reject zone (fresh breakdown today), Vol/MCap 0.014 elevated confirming distribution, funding +0.0013% near neutral",,2026-06-26 6:05,2026-06-26 20:10,,95.0
H_SHORT_2026-06-26_810,H,SHORT,FULL_WIN,0.0975,0.06,TP4,0.0,0.0,"Stage 5 catastrophic distribution — 16x consecutive SHORT wins in graveyard, structural breakdown confirmed, high Vol/MCap 0.019, declining price action, preferred recovery coin, bear regime alignment",,2026-06-26 8:08,2026-06-26 8:10,,97.0
